,id_site,no_couche,carbone_16_5_1,ph_eau_6_1,soil_composition,desc_code_occupation1,desc_code_occupation3,x_theo,y_theo
0,6,1,12.92,8.16,0.5,successions culturales,grandes cultures et prairies courte duree,652326.99,7101219.71
1,6,2,5.247,8.42,0.624,successions culturales,grandes cultures et prairies courte duree,652326.99,7101219.71
2,7,1,14.3,8.2,0.552,successions culturales,systeme de rotations sans prairie sans interculture,668319.25,7101085.53
3,7,2,7.45,8.3,0.85,successions culturales,systeme de rotations sans prairie sans interculture,668319.25,7101085.53
4,8,1,37.513,7.56,0.674,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,604216.81,7085629.01
5,8,2,6.891,8.33,0.786,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,604216.81,7085629.01
6,9,1,9.502,8.05,0.859,successions culturales,systeme de rotations sans prairie avec interculture,620208.83,7085495.39
7,9,2,5.034,8.03,0.89,successions culturales,systeme de rotations sans prairie avec interculture,620208.83,7085495.39
8,10,1,12.768,6.62,0.92,successions culturales,systeme de rotations sans prairie sans interculture,636200.84,7085361.59
9,10,2,6.354,7.21,0.886,successions culturales,systeme de rotations sans prairie sans interculture,636200.84,7085361.59
10,11,1,16.868,7.5,0.815,successions culturales,systeme de rotations sans prairie avec interculture,652192.84,7085227.59
11,11,2,6.639,6.11,0.832,successions culturales,systeme de rotations sans prairie avec interculture,652192.84,7085227.59
12,12,1,29.652,7.45,0.723,successions culturales,jachere fixe,668184.88,7085093.38
13,12,2,7.362,7.48,0.729,successions culturales,jachere fixe,668184.88,7085093.38
14,16,1,32.598,6.2,0.691,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,604083.36,7069637.17
15,16,2,16.738,6.2,0.704,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,604083.36,7069637.17
16,17,1,42.333,5.66,0.623,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,620075.13,7069503.54
17,17,2,11.039,6.93,0.631,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,620075.13,7069503.54
18,18,1,11.162,8.0,0.903,successions culturales,systeme de rotations sans prairie avec interculture,636066.89,7069369.71
19,18,2,4.262,7.87,0.882,successions culturales,systeme de rotations sans prairie avec interculture,636066.89,7069369.71
20,19,1,10.964,8.01,0.895,successions culturales,systeme de rotations sans prairie sans interculture,652058.67,7069235.66
21,19,2,4.885,7.84,0.918,successions culturales,systeme de rotations sans prairie sans interculture,652058.67,7069235.66
22,20,1,19.87,6.6,0.835,successions culturales,systeme de rotations sans prairie sans interculture,668050.51,7069101.41
23,20,2,8.26,7.5,0.814,successions culturales,systeme de rotations sans prairie sans interculture,668050.51,7069101.41
24,21,1,12.497,7.54,0.865,successions culturales,systeme de rotations sans prairie sans interculture,684042.41,7068966.98
25,21,2,4.711,7.62,0.852,successions culturales,systeme de rotations sans prairie sans interculture,684042.41,7068966.98
26,22,1,12.24,7.7,0.636,successions culturales,systeme de rotations sans prairie sans interculture,700034.41,7068832.42
27,22,2,3.25,7.7,0.63,successions culturales,systeme de rotations sans prairie sans interculture,700034.41,7068832.42
28,24,1,12.865,8.25,0.81,successions culturales,systeme de rotations sans prairie sans interculture,603949.79,7053645.56
29,25,1,30.42,7.92,0.83,surfaces toujours en herbe,STH 6-10 ans semee,619941.32,7053511.92
30,25,2,11.841,8.27,0.843,surfaces toujours en herbe,STH 6-10 ans semee,619941.32,7053511.92
31,26,1,17.44,7.44,0.803,successions culturales,jachere fixe,635932.87,7053378.02
32,26,2,5.198,7.56,0.739,successions culturales,jachere fixe,635932.87,7053378.02
33,27,1,16.009,7.97,0.916,successions culturales,grandes cultures et prairies courte duree,651924.47,7053243.9
34,27,2,4.167,7.78,0.941,successions culturales,grandes cultures et prairies courte duree,651924.47,7053243.9
35,28,1,11.359,7.87,0.911,successions culturales,systeme de rotations sans prairie sans interculture,667916.13,7053109.6
36,28,2,6.599,7.9,0.905,successions culturales,systeme de rotations sans prairie sans interculture,667916.13,7053109.6
37,29,1,15.436,8.15,0.79,successions culturales,systeme de rotations sans prairie sans interculture,683907.85,7052975.11
38,29,2,6.494,8.26,0.806,successions culturales,systeme de rotations sans prairie sans interculture,683907.85,7052975.11
39,30,1,14.49,7.46,0.917,successions culturales,systeme de rotations sans prairie sans interculture,699899.64,7052840.48
40,30,2,4.23,7.42,0.922,successions culturales,systeme de rotations sans prairie sans interculture,699899.64,7052840.48
41,31,1,11.13,7.5,0.797,successions culturales,systeme de rotations sans prairie sans interculture,715891.5,7052705.67
42,31,2,4.4,7.5,0.792,successions culturales,systeme de rotations sans prairie sans interculture,715891.5,7052705.67
43,34,1,11.712,8.05,0.42,successions culturales,systeme de rotations sans prairie sans interculture,603816.03,7037654.18
44,34,2,4.943,8.14,0.444,successions culturales,systeme de rotations sans prairie sans interculture,603816.03,7037654.18
45,35,1,20.705,8.14,0.782,surfaces toujours en herbe,Surface toujours en herbe (STH),619807.4,7037520.49
46,35,2,7.066,8.58,0.768,surfaces toujours en herbe,Surface toujours en herbe (STH),619807.4,7037520.49
47,36,1,16.528,7.13,0.885,successions culturales,systeme de rotations sans prairie sans interculture,635798.78,7037386.52
48,36,2,6.507,7.48,0.875,successions culturales,systeme de rotations sans prairie sans interculture,635798.78,7037386.52
49,37,1,22.467,6.34,0.904,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,651790.26,7037252.35
50,37,2,5.603,7.62,0.917,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,651790.26,7037252.35
51,38,1,16.737,6.48,0.884,successions culturales,systeme de rotations sans prairie sans interculture,667781.77,7037118.02
52,38,2,9.19,6.54,0.881,successions culturales,systeme de rotations sans prairie sans interculture,667781.77,7037118.02
53,39,1,22.31,6.62,0.917,successions culturales,systeme de rotations sans prairie sans interculture,683773.28,7036983.5
54,39,2,6.575,7.77,0.925,successions culturales,systeme de rotations sans prairie sans interculture,683773.28,7036983.5
55,40,1,17.573,7.97,0.899,successions culturales,systeme de rotations sans prairie sans interculture,699764.87,7036848.8
56,40,2,4.893,7.8,0.911,successions culturales,systeme de rotations sans prairie sans interculture,699764.87,7036848.8
57,41,1,25.6,3.9,0.331,surfaces boisees,forets caducifoliees,715756.5,7036713.9
58,41,2,4.24,4.3,0.322,surfaces boisees,forets caducifoliees,715756.5,7036713.9
59,42,1,35.6,3.9,0.383,surfaces boisees,forets caducifoliees,731748.18,7036578.7
60,42,2,5.98,4.4,0.347,surfaces boisees,forets caducifoliees,731748.18,7036578.7
61,43,1,16.611,6.58,0.862,successions culturales,monoculture,747739.96,7036443.2
62,43,2,6.154,7.51,0.881,successions culturales,monoculture,747739.96,7036443.2
63,47,1,9.61,8.37,0.454,successions culturales,systeme de rotations sans prairie sans interculture,603682.18,7021662.95
64,47,2,4.74,8.64,0.492,successions culturales,systeme de rotations sans prairie sans interculture,603682.18,7021662.95
65,48,1,14.8,4.4,0.448,surfaces boisees,forets mixtes,619673.44,7021529.2
66,48,2,4.9,5.2,0.463,surfaces boisees,forets mixtes,619673.44,7021529.2
67,49,1,14.273,6.63,0.804,successions culturales,jachere fixe,635664.72,7021395.2
68,49,2,4.959,7.64,0.715,successions culturales,jachere fixe,635664.72,7021395.2
69,50,1,12.003,7.54,0.899,successions culturales,systeme de rotations sans prairie sans interculture,651656.06,7021261.04
70,50,2,4.223,7.63,0.905,successions culturales,systeme de rotations sans prairie sans interculture,651656.06,7021261.04
71,51,1,17.992,7.62,0.882,successions culturales,systeme de rotations sans prairie sans interculture,667647.43,7021126.67
72,51,2,6.513,8.18,0.876,successions culturales,systeme de rotations sans prairie sans interculture,667647.43,7021126.67
73,52,1,15.336,7.06,0.91,successions culturales,systeme de rotations sans prairie sans interculture,683638.75,7020992.13
74,52,2,3.894,7.11,0.929,successions culturales,systeme de rotations sans prairie sans interculture,683638.75,7020992.13
75,53,1,47.351,8.03,0.893,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,699630.08,7020857.39
76,53,2,25.859,8.37,0.907,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,699630.08,7020857.39
77,54,1,12.407,7.93,0.876,successions culturales,systeme de rotations sans prairie avec interculture,715621.46,7020722.39
78,54,2,4.487,7.77,0.882,successions culturales,systeme de rotations sans prairie avec interculture,715621.46,7020722.39
79,55,1,11.943,7.7,0.919,successions culturales,systeme de rotations sans prairie sans interculture,731612.9,7020587.14
80,55,2,4.845,7.7,0.909,successions culturales,systeme de rotations sans prairie sans interculture,731612.9,7020587.14
81,56,1,13.016,7.65,0.909,successions culturales,systeme de rotations sans prairie sans interculture,747604.38,7020451.64
82,56,2,3.706,7.69,0.925,successions culturales,systeme de rotations sans prairie sans interculture,747604.38,7020451.64
83,57,1,25.132,6.62,0.915,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,763595.85,7020315.82
84,57,2,8.98,6.29,0.925,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,763595.85,7020315.82
85,58,1,22.5,4.2,0.944,surfaces boisees,forets mixtes,779587.29,7020179.64
86,58,2,7.05,4.3,0.945,surfaces boisees,forets mixtes,779587.29,7020179.64
87,60,1,7.785,7.66,0.524,successions culturales,systeme de rotations sans prairie sans interculture,603548.35,7005671.72
88,60,2,4.222,6.85,0.534,successions culturales,systeme de rotations sans prairie sans interculture,603548.35,7005671.72
89,60,3,2.607,7.29,0.549,successions culturales,systeme de rotations sans prairie sans interculture,603548.35,7005671.72
90,61,1,32.6,7.85,0.742,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,619539.48,7005537.99
91,61,2,7.22,8.29,0.737,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,619539.48,7005537.99
92,61,3,6.14,8.34,0.759,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,619539.48,7005537.99
93,62,1,12.5,7.82,0.845,successions culturales,systeme de rotations sans prairie sans interculture,635530.68,7005404.02
94,62,2,6.55,7.81,0.866,successions culturales,systeme de rotations sans prairie sans interculture,635530.68,7005404.02
95,62,3,2.8,7.5,0.894,successions culturales,systeme de rotations sans prairie sans interculture,635530.68,7005404.02
96,63,1,29.692,8.23,0.817,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,651521.83,7005269.94
97,63,2,10.334,8.54,0.798,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,651521.83,7005269.94
98,63,3,4.716,8.7,0.788,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,651521.83,7005269.94
99,64,1,12.406,7.04,0.896,successions culturales,systeme de rotations sans prairie sans interculture,667513.05,7005135.55
100,64,2,4.7,7.91,0.897,successions culturales,systeme de rotations sans prairie sans interculture,667513.05,7005135.55
101,65,1,12.174,7.95,0.919,successions culturales,systeme de rotations sans prairie sans interculture,683504.19,7005000.92
102,65,2,5.804,8.26,0.901,successions culturales,systeme de rotations sans prairie sans interculture,683504.19,7005000.92
103,66,1,11.408,7.38,0.933,successions culturales,systeme de rotations sans prairie sans interculture,699495.27,7004866.15
104,66,2,5.187,7.9,0.949,successions culturales,systeme de rotations sans prairie sans interculture,699495.27,7004866.15
105,67,1,21.471,8.01,0.569,successions culturales,jachere fixe,715486.39,7004731.11
106,67,2,4.767,8.09,0.441,successions culturales,jachere fixe,715486.39,7004731.11
107,68,1,16.145,6.24,0.927,successions culturales,grandes cultures et prairies courte duree,731477.58,7004595.83
108,68,2,4.977,6.7,0.946,successions culturales,grandes cultures et prairies courte duree,731477.58,7004595.83
109,69,1,18.799,5.58,0.926,successions culturales,grandes cultures et prairies courte duree,747468.76,7004460.29
110,69,2,5.901,5.8,0.942,successions culturales,grandes cultures et prairies courte duree,747468.76,7004460.29
111,70,1,37.9,5.59,0.969,surfaces toujours en herbe,Surface toujours en herbe (STH),763459.92,7004324.45
112,70,2,11.904,6.4,0.975,surfaces toujours en herbe,Surface toujours en herbe (STH),763459.92,7004324.45
113,71,1,30.072,6.61,0.897,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,779451.11,7004188.3
114,71,2,6.291,6.01,0.919,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,779451.11,7004188.3
115,73,1,24.6,7.4,0.694,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,827424.32,7003778.41
116,73,2,5.2,7.8,0.585,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,827424.32,7003778.41
117,76,1,12.4,7.1,0.742,successions culturales,systeme de rotations sans prairie sans interculture,587423.71,6989813.91
118,76,2,5.88,7.4,0.774,successions culturales,systeme de rotations sans prairie sans interculture,587423.71,6989813.91
119,77,1,13.299,7.52,0.794,successions culturales,systeme de rotations sans prairie sans interculture,603414.61,6989680.55
120,77,2,6.846,7.34,0.838,successions culturales,systeme de rotations sans prairie sans interculture,603414.61,6989680.55
121,77,3,3.297,7.3,0.86,successions culturales,systeme de rotations sans prairie sans interculture,603414.61,6989680.55
122,78,1,11.1,7.81,0.823,successions culturales,systeme de rotations sans prairie sans interculture,619405.55,6989546.9
123,78,2,3.38,7.87,0.816,successions culturales,systeme de rotations sans prairie sans interculture,619405.55,6989546.9
124,78,3,1.91,7.75,0.825,successions culturales,systeme de rotations sans prairie sans interculture,619405.55,6989546.9
125,79,1,25.651,8.19,0.666,successions culturales,grandes cultures et prairies courte duree,635396.61,6989412.99
126,79,2,9.734,8.5,0.678,successions culturales,grandes cultures et prairies courte duree,635396.61,6989412.99
127,80,1,11.292,7.07,0.872,successions culturales,systeme de rotations sans prairie avec interculture,651387.6,6989278.96
128,80,2,5.653,6.59,0.894,successions culturales,systeme de rotations sans prairie avec interculture,651387.6,6989278.96
129,80,3,3.509,6.66,0.886,successions culturales,systeme de rotations sans prairie avec interculture,651387.6,6989278.96
130,81,1,11.4,7.63,0.892,successions culturales,systeme de rotations sans prairie sans interculture,667378.62,6989144.57
131,81,2,4.1,7.26,0.905,successions culturales,systeme de rotations sans prairie sans interculture,667378.62,6989144.57
132,81,3,2.78,7.21,0.917,successions culturales,systeme de rotations sans prairie sans interculture,667378.62,6989144.57
133,82,1,11.6,7.97,0.932,successions culturales,systeme de rotations sans prairie sans interculture,683369.57,6989009.88
134,82,2,5.29,7.78,0.941,successions culturales,systeme de rotations sans prairie sans interculture,683369.57,6989009.88
135,82,3,2.6,7.7,0.945,successions culturales,systeme de rotations sans prairie sans interculture,683369.57,6989009.88
136,83,1,10.5,7.76,0.922,successions culturales,systeme de rotations sans prairie sans interculture,699360.42,6988875.08
137,83,2,4.38,7.93,0.932,successions culturales,systeme de rotations sans prairie sans interculture,699360.42,6988875.08
138,83,3,2.69,7.89,0.94,successions culturales,systeme de rotations sans prairie sans interculture,699360.42,6988875.08
139,84,1,9.93,7.81,0.948,successions culturales,systeme de rotations sans prairie sans interculture,715351.31,6988740.05
140,84,2,5.06,8.11,0.956,successions culturales,systeme de rotations sans prairie sans interculture,715351.31,6988740.05
141,85,1,10.8,8.2,0.78,successions culturales,systeme de rotations sans prairie sans interculture,731342.25,6988604.77
142,85,2,4.7,8.2,0.81,successions culturales,systeme de rotations sans prairie sans interculture,731342.25,6988604.77
143,86,1,11.9,7.74,0.931,successions culturales,systeme de rotations sans prairie sans interculture,747333.15,6988469.16
144,86,2,4.78,7.63,0.949,successions culturales,systeme de rotations sans prairie sans interculture,747333.15,6988469.16
145,87,1,24.3,6.05,0.939,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,763324.02,6988333.31
146,87,2,6.63,5.35,0.947,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,763324.02,6988333.31
147,88,1,28.51,6.0,0.932,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,779314.94,6988197.21
148,88,2,6.95,5.8,0.932,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,779314.94,6988197.21
149,91,1,61.2,3.9,0.882,surfaces boisees,forets de coniferes,827287.49,6987787.45
150,91,2,16.7,4.4,0.88,surfaces boisees,forets de coniferes,827287.49,6987787.45
151,95,1,23.9,6.7,0.541,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,523327.54,6974354.65
152,95,2,6.72,6.7,0.639,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,523327.54,6974354.65
153,96,1,16.7,6.3,0.713,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,539318.19,6974222.11
154,96,2,6.76,6.7,0.706,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,539318.19,6974222.11
155,97,1,11.9,7.2,0.793,successions culturales,systeme de rotations sans prairie sans interculture,555308.85,6974089.31
156,97,2,7.5,7.0,0.79,successions culturales,systeme de rotations sans prairie sans interculture,555308.85,6974089.31
157,98,1,55.0,7.4,0.947,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,571299.56,6973956.29
158,98,2,16.7,8.1,0.939,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,571299.56,6973956.29
159,99,1,12.4,8.2,0.865,successions culturales,systeme de rotations sans prairie sans interculture,587290.3,6973823.1
160,99,2,11.5,8.2,0.804,successions culturales,systeme de rotations sans prairie sans interculture,587290.3,6973823.1
161,100,1,14.9,7.7,0.872,successions culturales,systeme de rotations sans prairie sans interculture,603280.96,6973689.67
162,100,2,6.1,7.6,0.876,successions culturales,systeme de rotations sans prairie sans interculture,603280.96,6973689.67
163,101,1,16.7,7.78,0.876,successions culturales,grandes cultures et prairies courte duree,619271.68,6973556.02
164,101,2,7.72,7.79,0.885,successions culturales,grandes cultures et prairies courte duree,619271.68,6973556.02
165,101,3,4.44,7.79,0.891,successions culturales,grandes cultures et prairies courte duree,619271.68,6973556.02
166,102,1,14.9,7.62,0.883,successions culturales,monoculture,635262.48,6973422.17
167,102,2,6.4,7.74,0.895,successions culturales,monoculture,635262.48,6973422.17
168,102,3,3.86,7.72,0.914,successions culturales,monoculture,635262.48,6973422.17
169,103,1,13.2,8.07,0.886,successions culturales,systeme de rotations sans prairie sans interculture,651253.36,6973288.11
170,103,2,3.02,8.32,0.857,successions culturales,systeme de rotations sans prairie sans interculture,651253.36,6973288.11
171,103,3,3.35,8.49,0.863,successions culturales,systeme de rotations sans prairie sans interculture,651253.36,6973288.11
172,104,1,9.146,7.85,0.917,successions culturales,systeme de rotations sans prairie avec interculture,667244.17,6973153.71
173,104,2,4.008,7.69,0.936,successions culturales,systeme de rotations sans prairie avec interculture,667244.17,6973153.71
174,104,3,3.007,7.76,0.93,successions culturales,systeme de rotations sans prairie avec interculture,667244.17,6973153.71
175,105,1,8.25,8.12,0.939,successions culturales,systeme de rotations sans prairie sans interculture,683234.92,6973019.01
176,105,2,6.52,8.12,0.943,successions culturales,systeme de rotations sans prairie sans interculture,683234.92,6973019.01
177,105,3,3.05,8.0,0.949,successions culturales,systeme de rotations sans prairie sans interculture,683234.92,6973019.01
178,106,1,23.8,8.11,0.796,successions culturales,jachere fixe,699225.53,6972884.22
179,106,2,10.4,8.35,0.814,successions culturales,jachere fixe,699225.53,6972884.22
180,106,3,7.83,8.44,0.831,successions culturales,jachere fixe,699225.53,6972884.22
181,107,1,8.41,7.03,0.948,successions culturales,systeme de rotations sans prairie sans interculture,715216.21,6972749.2
182,107,2,2.99,7.21,0.962,successions culturales,systeme de rotations sans prairie sans interculture,715216.21,6972749.2
183,108,1,12.2,8.15,0.759,successions culturales,systeme de rotations sans prairie sans interculture,731206.91,6972613.89
184,108,2,4.31,8.3,0.829,successions culturales,systeme de rotations sans prairie sans interculture,731206.91,6972613.89
185,109,1,9.38,7.11,0.944,successions culturales,systeme de rotations sans prairie sans interculture,747197.57,6972478.25
186,109,2,4.89,6.98,0.967,successions culturales,systeme de rotations sans prairie sans interculture,747197.57,6972478.25
187,110,1,14.0,7.34,0.958,successions culturales,systeme de rotations sans prairie sans interculture,763188.2,6972342.4
188,110,2,6.17,7.35,0.964,successions culturales,systeme de rotations sans prairie sans interculture,763188.2,6972342.4
189,111,1,17.3,4.85,0.958,successions culturales,monoculture,779178.83,6972206.33
190,111,2,5.23,5.85,0.959,successions culturales,monoculture,779178.83,6972206.33
191,112,1,38.6,7.0,0.732,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,795169.48,6972069.99
192,112,2,10.4,7.8,0.668,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,795169.48,6972069.99
193,113,1,23.4,4.5,0.883,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,811160.1,6971933.45
194,113,2,9.18,4.8,0.903,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,811160.1,6971933.45
195,114,1,22.5,4.9,0.831,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,827150.64,6971796.71
196,114,2,8.06,5.2,0.834,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,827150.64,6971796.71
197,118,1,12.2,5.3,0.537,successions culturales,systeme de rotations sans prairie sans interculture,363292.5,6959679.38
198,118,2,8.42,5.5,0.558,successions culturales,systeme de rotations sans prairie sans interculture,363292.5,6959679.38
199,119,1,13.3,5.6,0.718,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,379282.81,6959548.77
200,119,2,6.04,5.9,0.779,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,379282.81,6959548.77
201,122,1,11.5,6.4,0.694,successions culturales,systeme de rotations sans prairie sans interculture,507204.66,6958496.41
202,122,2,6.64,6.4,0.699,successions culturales,systeme de rotations sans prairie sans interculture,507204.66,6958496.41
203,123,1,11.8,7.8,0.781,successions culturales,systeme de rotations sans prairie sans interculture,523195.07,6958364.06
204,123,2,7.61,7.7,0.789,successions culturales,systeme de rotations sans prairie sans interculture,523195.07,6958364.06
205,124,1,11.5,7.1,0.804,successions culturales,systeme de rotations sans prairie sans interculture,539185.5,6958231.51
206,124,2,6.07,7.0,0.814,successions culturales,systeme de rotations sans prairie sans interculture,539185.5,6958231.51
207,125,1,17.9,6.0,0.835,successions culturales,grandes cultures et prairies courte duree,555175.93,6958098.74
208,125,2,9.94,6.3,0.833,successions culturales,grandes cultures et prairies courte duree,555175.93,6958098.74
209,126,1,25.8,4.5,0.85,surfaces boisees,forets caducifoliees,571166.45,6957965.78
210,126,2,7.81,4.6,0.867,surfaces boisees,forets caducifoliees,571166.45,6957965.78
211,126,9,265.0,4.6,0.603,surfaces boisees,forets caducifoliees,571166.45,6957965.78
212,127,1,21.3,6.0,0.708,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,587156.96,6957832.56
213,127,2,6.36,6.1,0.763,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,587156.96,6957832.56
214,128,1,15.3,7.8,0.884,successions culturales,systeme de rotations sans prairie sans interculture,603147.4,6957699.07
215,128,2,9.67,7.7,0.899,successions culturales,systeme de rotations sans prairie sans interculture,603147.4,6957699.07
216,129,1,17.7,5.2,0.599,surfaces boisees,forets caducifoliees,619137.88,6957565.37
217,129,2,7.42,8.0,0.634,surfaces boisees,forets caducifoliees,619137.88,6957565.37
218,130,1,18.6,7.83,0.88,successions culturales,systeme de rotations sans prairie sans interculture,635128.42,6957431.56
219,130,2,8.79,8.05,0.926,successions culturales,systeme de rotations sans prairie sans interculture,635128.42,6957431.56
220,131,1,12.7,7.98,0.91,successions culturales,systeme de rotations sans prairie sans interculture,651119.07,6957297.48
221,131,2,4.61,8.13,0.925,successions culturales,systeme de rotations sans prairie sans interculture,651119.07,6957297.48
222,131,3,4.32,8.34,0.862,successions culturales,systeme de rotations sans prairie sans interculture,651119.07,6957297.48
223,132,1,14.4,8.1,0.777,successions culturales,systeme de rotations sans prairie sans interculture,667109.71,6957163.02
224,132,2,8.24,8.3,0.764,successions culturales,systeme de rotations sans prairie sans interculture,667109.71,6957163.02
225,132,3,5.59,8.4,0.734,successions culturales,systeme de rotations sans prairie sans interculture,667109.71,6957163.02
226,133,1,10.3,8.11,0.909,successions culturales,systeme de rotations sans prairie sans interculture,683100.23,6957028.35
227,133,2,4.39,8.06,0.944,successions culturales,systeme de rotations sans prairie sans interculture,683100.23,6957028.35
228,133,3,2.92,8.1,0.946,successions culturales,systeme de rotations sans prairie sans interculture,683100.23,6957028.35
229,134,1,9.927,8.13,0.77,successions culturales,grandes cultures et prairies courte duree,699090.65,6956893.55
230,134,2,5.989,8.28,0.758,successions culturales,grandes cultures et prairies courte duree,699090.65,6956893.55
231,134,3,3.524,8.12,0.84,successions culturales,grandes cultures et prairies courte duree,699090.65,6956893.55
232,135,1,18.4,8.18,0.648,successions culturales,systeme de rotations sans prairie sans interculture,715081.09,6956758.5
233,135,2,12.5,8.52,0.66,successions culturales,systeme de rotations sans prairie sans interculture,715081.09,6956758.5
234,136,1,10.3,7.68,0.939,successions culturales,grandes cultures,731071.55,6956623.17
235,136,2,5.24,7.82,0.955,successions culturales,grandes cultures,731071.55,6956623.17
236,137,1,9.55,8.16,0.916,successions culturales,systeme de rotations sans prairie sans interculture,747061.99,6956487.55
237,137,2,3.88,8.13,0.914,successions culturales,systeme de rotations sans prairie sans interculture,747061.99,6956487.55
238,138,1,10.5,7.62,0.944,successions culturales,systeme de rotations sans prairie sans interculture,763052.39,6956351.71
239,138,2,3.69,7.71,0.935,successions culturales,systeme de rotations sans prairie sans interculture,763052.39,6956351.71
240,139,1,11.8,7.45,0.97,successions culturales,systeme de rotations sans prairie sans interculture,779042.76,6956215.65
241,139,2,3.66,7.25,0.969,successions culturales,systeme de rotations sans prairie sans interculture,779042.76,6956215.65
242,140,1,18.3,5.8,0.862,surfaces boisees,peupleraies,795033.15,6956079.37
243,140,2,9.85,5.8,0.895,surfaces boisees,peupleraies,795033.15,6956079.37
244,141,1,23.4,7.5,0.882,surfaces toujours en herbe,Surface toujours en herbe (STH),811023.51,6955942.86
245,141,2,7.8,8.0,0.893,surfaces toujours en herbe,Surface toujours en herbe (STH),811023.51,6955942.86
246,142,1,22.0,5.3,0.898,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,827013.81,6955806.15
247,142,2,4.55,5.6,0.911,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,827013.81,6955806.15
248,143,1,21.3,5.7,0.864,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,843004.07,6955669.25
249,143,2,5.12,5.9,0.915,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,843004.07,6955669.25
250,144,1,13.8,5.1,0.419,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,858994.35,6955532.1
251,144,2,4.86,5.4,0.451,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,858994.35,6955532.1
252,147,1,14.2,6.3,0.793,successions culturales,monoculture,363162.02,6943689.29
253,147,2,4.34,6.5,0.861,successions culturales,monoculture,363162.02,6943689.29
254,148,1,19.4,5.7,0.807,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,379152.09,6943558.67
255,148,2,6.57,6.0,0.794,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,379152.09,6943558.67
256,150,1,11.6,6.7,0.504,successions culturales,maraa®chage,491082.26,6942638.26
257,150,2,8.42,6.6,0.504,successions culturales,maraa®chage,491082.26,6942638.26
258,151,1,11.4,6.1,0.761,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,507072.4,6942506.09
259,151,2,5.82,6.4,0.776,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,507072.4,6942506.09
260,152,1,13.8,6.5,0.819,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,523062.63,6942373.7
261,152,2,6.64,6.7,0.829,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,523062.63,6942373.7
262,153,1,28.2,7.6,0.843,surfaces boisees,forets caducifoliees,539052.83,6942241.09
263,153,2,7.44,8.2,0.801,surfaces boisees,forets caducifoliees,539052.83,6942241.09
264,154,1,10.6,6.9,0.842,successions culturales,systeme de rotations sans prairie avec interculture,555043.02,6942108.33
265,154,2,6.93,6.8,0.859,successions culturales,systeme de rotations sans prairie avec interculture,555043.02,6942108.33
