,id_site,no_couche,carbone_16_5_1,ph_eau_6_1,soil_composition,desc_code_occupation1,desc_code_occupation3,x_theo,y_theo
816,474,2,10.9,4.5,0.162,surfaces boisees,forets mixtes,1001932.52,6842364.89
817,475,1,10.8,4.5,0.277,surfaces boisees,forets caducifoliees,1017921.12,6842226.18
818,475,2,5.6,4.6,0.285,surfaces boisees,forets caducifoliees,1017921.12,6842226.18
819,476,1,14.5,7.7,0.947,successions culturales,systeme de rotations sans prairie avec interculture,1033909.77,6842087.23
820,476,2,5.72,7.8,0.954,successions culturales,systeme de rotations sans prairie avec interculture,1033909.77,6842087.23
821,477,1,32.2,8.1,0.407,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,1049898.39,6841948.1
822,477,2,10.8,8.5,0.369,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,1049898.39,6841948.1
823,480,1,32.2,5.3,0.729,surfaces toujours en herbe,STH 6-10 ans semee,138408.07,6833573.67
824,480,2,14.7,5.5,0.674,surfaces toujours en herbe,STH 6-10 ans semee,138408.07,6833573.67
825,481,1,23.8,5.9,0.848,surfaces toujours en herbe,Surface toujours en herbe (STH),154396.56,6833445.96
826,481,2,15.4,6.4,0.849,surfaces toujours en herbe,Surface toujours en herbe (STH),154396.56,6833445.96
827,482,1,20.2,6.9,0.822,successions culturales,grandes cultures et prairies courte duree,170385.06,6833317.99
828,482,2,11.9,7.2,0.834,successions culturales,grandes cultures et prairies courte duree,170385.06,6833317.99
829,483,1,49.5,5.3,0.818,surfaces toujours en herbe,STH 6-10 ans semee,186373.59,6833189.73
830,483,2,22.7,5.8,0.797,surfaces toujours en herbe,STH 6-10 ans semee,186373.59,6833189.73
831,484,1,42.0,5.6,0.647,surfaces toujours en herbe,Surface toujours en herbe (STH),202362.12,6833061.21
832,484,2,15.1,5.5,0.677,surfaces toujours en herbe,Surface toujours en herbe (STH),202362.12,6833061.21
833,485,1,26.6,6.5,0.786,successions culturales,systeme de rotations sans prairie sans interculture,218350.67,6832932.47
834,485,2,11.8,6.0,0.776,successions culturales,systeme de rotations sans prairie sans interculture,218350.67,6832932.47
835,486,1,37.4,5.4,0.59,surfaces toujours en herbe,STH 6-10 ans semee,234339.23,6832803.53
836,486,2,15.0,5.4,0.688,surfaces toujours en herbe,STH 6-10 ans semee,234339.23,6832803.53
837,487,1,41.5,5.9,0.396,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,250327.76,6832674.38
838,487,2,15.9,6.3,0.343,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,250327.76,6832674.38
839,488,1,21.1,5.7,0.473,successions culturales,grandes cultures et prairies courte duree,266316.29,6832544.97
840,488,2,12.0,6.1,0.43,successions culturales,grandes cultures et prairies courte duree,266316.29,6832544.97
841,489,1,10.0,6.0,0.845,successions culturales,systeme de rotations sans prairie sans interculture,282304.88,6832415.31
842,489,2,6.69,6.5,0.843,successions culturales,systeme de rotations sans prairie sans interculture,282304.88,6832415.31
843,490,1,11.1,5.7,0.807,successions culturales,grandes cultures et prairies courte duree,298293.5,6832285.47
844,490,2,3.6,6.6,0.846,successions culturales,grandes cultures et prairies courte duree,298293.5,6832285.47
845,491,1,17.8,5.1,0.378,successions culturales,systeme de rotations sans prairie sans interculture,314282.15,6832155.43
846,491,2,7.36,5.7,0.267,successions culturales,systeme de rotations sans prairie sans interculture,314282.15,6832155.43
847,492,1,20.4,4.9,0.351,surfaces boisees,forets caducifoliees,330270.83,6832025.18
848,492,2,8.7,5.0,0.34,surfaces boisees,forets caducifoliees,330270.83,6832025.18
849,493,1,25.4,6.0,0.429,surfaces toujours en herbe,Surface toujours en herbe (STH),346259.51,6831894.8
850,493,2,14.2,5.9,0.419,surfaces toujours en herbe,Surface toujours en herbe (STH),346259.51,6831894.8
851,494,1,18.5,5.2,0.514,successions culturales,systeme de rotations sans prairie avec interculture,362248.14,6831764.29
852,494,2,10.2,5.0,0.437,successions culturales,systeme de rotations sans prairie avec interculture,362248.14,6831764.29
853,495,1,23.6,5.6,0.689,successions culturales,systeme de rotations sans prairie sans interculture,378236.76,6831633.59
854,495,2,12.5,5.4,0.609,successions culturales,systeme de rotations sans prairie sans interculture,378236.76,6831633.59
855,496,1,19.9,6.2,0.842,successions culturales,systeme de rotations sans prairie avec interculture,394225.4,6831502.66
856,496,2,12.6,5.9,0.844,successions culturales,systeme de rotations sans prairie avec interculture,394225.4,6831502.66
857,497,1,21.2,5.8,0.828,successions culturales,grandes cultures et prairies courte duree,410214.04,6831371.46
858,497,2,13.9,5.9,0.845,successions culturales,grandes cultures et prairies courte duree,410214.04,6831371.46
859,498,1,22.5,6.4,0.887,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,426202.72,6831240.0
860,498,2,10.1,6.3,0.887,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,426202.72,6831240.0
861,499,1,26.2,5.5,0.826,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,442191.44,6831108.37
862,499,2,6.68,6.0,0.816,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,442191.44,6831108.37
863,501,1,34.0,5.11,0.694,successions culturales,grandes cultures et prairies courte duree,474168.83,6830844.61
864,501,2,21.8,5.44,0.704,successions culturales,grandes cultures et prairies courte duree,474168.83,6830844.61
865,502,1,24.0,5.2,0.833,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,490157.5,6830712.48
866,502,2,6.2,5.8,0.824,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,490157.5,6830712.48
867,503,1,27.1,5.7,0.632,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,506146.23,6830580.15
868,503,2,9.26,6.3,0.582,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,506146.23,6830580.15
869,504,1,18.9,5.3,0.497,surfaces boisees,forets caducifoliees,522135.02,6830447.61
870,504,2,6.02,5.5,0.442,surfaces boisees,forets caducifoliees,522135.02,6830447.61
871,505,1,26.8,4.6,0.754,surfaces boisees,forets caducifoliees,538123.83,6830314.9
872,505,2,15.6,4.7,0.668,surfaces boisees,forets caducifoliees,538123.83,6830314.9
873,506,1,34.85,4.18,0.874,surfaces boisees,forets caducifoliees,554112.61,6830181.99
874,506,2,14.3,4.65,0.896,surfaces boisees,forets caducifoliees,554112.61,6830181.99
875,507,1,8.963,6.5,0.94,successions culturales,systeme de rotations sans prairie sans interculture,570101.35,6830048.87
876,507,2,3.44,6.62,0.957,successions culturales,systeme de rotations sans prairie sans interculture,570101.35,6830048.87
877,508,1,10.38,6.2,0.952,successions culturales,systeme de rotations sans prairie sans interculture,586090.09,6829915.58
878,508,2,4.37,6.75,0.948,successions culturales,systeme de rotations sans prairie sans interculture,586090.09,6829915.58
879,509,1,9.57,6.63,0.893,successions culturales,grandes cultures,602078.84,6829782.07
880,509,2,3.75,7.73,0.942,successions culturales,grandes cultures,602078.84,6829782.07
881,510,1,10.01,5.9,0.858,successions culturales,systeme de rotations sans prairie sans interculture,618067.64,6829648.34
882,510,2,4.52,6.9,0.876,successions culturales,systeme de rotations sans prairie sans interculture,618067.64,6829648.34
883,511,1,6.48,5.9,0.24,successions culturales,jachere fixe,634056.41,6829514.39
884,511,2,1.42,6.5,0.251,successions culturales,jachere fixe,634056.41,6829514.39
885,512,1,12.1,7.6,0.737,successions culturales,systeme de rotations sans prairie sans interculture,650045.15,6829380.22
886,512,2,5.9,8.2,0.743,successions culturales,systeme de rotations sans prairie sans interculture,650045.15,6829380.22
887,514,1,14.63,8.2,0.798,successions culturales,jachere fixe,682022.68,6829111.13
888,514,2,6.16,8.5,0.79,successions culturales,jachere fixe,682022.68,6829111.13
889,515,1,8.768,8.16,0.665,successions culturales,systeme de rotations sans prairie avec interculture,698011.52,6828976.25
890,515,2,2.653,7.98,0.725,successions culturales,systeme de rotations sans prairie avec interculture,698011.52,6828976.25
891,516,1,9.776,7.62,0.951,successions culturales,systeme de rotations sans prairie sans interculture,714000.32,6828841.1
892,516,2,3.056,7.82,0.955,successions culturales,systeme de rotations sans prairie sans interculture,714000.32,6828841.1
893,517,1,9.614,7.39,0.95,successions culturales,systeme de rotations sans prairie sans interculture,729989.05,6828705.76
894,517,2,4.368,7.41,0.962,successions culturales,systeme de rotations sans prairie sans interculture,729989.05,6828705.76
895,518,1,18.0,8.1,0.728,successions culturales,systeme de rotations sans prairie sans interculture,745977.76,6828570.26
896,518,2,10.6,8.3,0.762,successions culturales,systeme de rotations sans prairie sans interculture,745977.76,6828570.26
897,519,1,13.5,8.1,0.784,successions culturales,grandes cultures,761966.38,6828434.59
898,519,2,6.75,8.4,0.741,successions culturales,grandes cultures,761966.38,6828434.59
899,520,1,47.9,8.0,0.963,surfaces boisees,peupleraies,777954.98,6828298.68
900,520,2,20.8,8.4,0.98,surfaces boisees,peupleraies,777954.98,6828298.68
901,521,1,19.2,8.1,0.713,successions culturales,systeme de rotations sans prairie avec interculture,793943.59,6828162.56
902,521,2,15.1,8.3,0.668,successions culturales,systeme de rotations sans prairie avec interculture,793943.59,6828162.56
903,522,1,14.6,8.2,0.815,successions culturales,systeme de rotations sans prairie sans interculture,809932.23,6828026.27
904,522,2,5.2,8.6,0.732,successions culturales,systeme de rotations sans prairie sans interculture,809932.23,6828026.27
905,523,1,26.2,5.4,0.987,surfaces toujours en herbe,Surface toujours en herbe (STH),825920.84,6827889.79
906,523,2,8.07,5.5,0.956,surfaces toujours en herbe,Surface toujours en herbe (STH),825920.84,6827889.79
907,524,1,14.7,8.0,0.846,successions culturales,systeme de rotations sans prairie sans interculture,841909.41,6827753.18
908,524,2,8.0,8.1,0.847,successions culturales,systeme de rotations sans prairie sans interculture,841909.41,6827753.18
909,525,1,30.2,7.2,0.884,successions culturales,systeme de rotations sans prairie sans interculture,857897.97,6827616.37
910,525,2,13.5,7.8,0.915,successions culturales,systeme de rotations sans prairie sans interculture,857897.97,6827616.37
911,526,1,38.0,7.0,0.961,surfaces toujours en herbe,Surface toujours en herbe (STH),873886.48,6827479.33
912,526,2,15.1,8.0,0.963,surfaces toujours en herbe,Surface toujours en herbe (STH),873886.48,6827479.33
913,527,1,29.1,5.7,0.971,surfaces boisees,forets caducifoliees,889874.91,6827342.07
914,527,2,13.9,5.9,0.977,surfaces boisees,forets caducifoliees,889874.91,6827342.07
915,528,1,76.5,7.5,0.956,surfaces boisees,forets caducifoliees,905863.37,6827204.64
916,529,1,20.3,8.0,0.82,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,921851.89,6827067.03
917,529,2,6.54,8.3,0.85,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,921851.89,6827067.03
918,530,1,27.7,7.9,0.844,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,937840.31,6826929.23
919,530,2,9.47,8.1,0.735,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,937840.31,6826929.23
920,531,1,30.1,7.7,0.925,successions culturales,systeme de rotations sans prairie sans interculture,953828.7,6826791.27
921,531,2,16.4,8.0,0.912,successions culturales,systeme de rotations sans prairie sans interculture,953828.7,6826791.27
922,532,1,26.4,7.7,0.938,successions culturales,systeme de rotations sans prairie sans interculture,969817.1,6826653.14
923,533,1,13.1,5.9,0.457,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,985805.47,6826514.8
924,533,2,4.43,6.2,0.488,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,985805.47,6826514.8
925,535,1,54.4,4.1,0.337,surfaces boisees,forets de coniferes,1017782.26,6826237.69
926,536,1,12.3,8.3,0.875,successions culturales,systeme de rotations sans prairie avec interculture,1033770.74,6826098.77
927,536,2,8.63,8.4,0.902,successions culturales,systeme de rotations sans prairie avec interculture,1033770.74,6826098.77
928,537,1,18.8,8.4,0.739,successions culturales,monoculture,1049759.16,6825959.63
929,537,2,11.4,8.5,0.625,successions culturales,monoculture,1049759.16,6825959.63
930,539,1,24.4,5.9,0.679,successions culturales,grandes cultures et prairies courte duree,154268.68,6817457.58
931,539,2,9.75,6.2,0.655,successions culturales,grandes cultures et prairies courte duree,154268.68,6817457.58
932,540,1,21.5,6.3,0.634,successions culturales,grandes cultures et prairies courte duree,170256.94,6817329.59
933,540,2,12.3,6.2,0.641,successions culturales,grandes cultures et prairies courte duree,170256.94,6817329.59
934,541,1,33.1,5.7,0.809,successions culturales,grandes cultures et prairies courte duree,186245.2,6817201.32
935,541,2,16.8,5.7,0.798,successions culturales,grandes cultures et prairies courte duree,186245.2,6817201.32
936,542,1,29.5,6.0,0.797,successions culturales,systeme de rotations sans prairie avec interculture,202233.48,6817072.82
937,542,2,8.96,6.0,0.791,successions culturales,systeme de rotations sans prairie avec interculture,202233.48,6817072.82
938,543,1,21.7,7.2,0.763,successions culturales,grandes cultures et prairies courte duree,218221.79,6816944.08
939,543,2,12.5,7.0,0.768,successions culturales,grandes cultures et prairies courte duree,218221.79,6816944.08
940,544,1,24.3,5.9,0.786,successions culturales,grandes cultures et prairies courte duree,234210.11,6816815.11
941,544,2,9.2,6.2,0.76,successions culturales,grandes cultures et prairies courte duree,234210.11,6816815.11
942,545,1,22.8,5.7,0.839,successions culturales,systeme de rotations sans prairie sans interculture,250198.42,6816685.9
943,545,2,9.63,5.7,0.769,successions culturales,systeme de rotations sans prairie sans interculture,250198.42,6816685.9
944,546,1,29.3,6.4,0.825,successions culturales,grandes cultures et prairies courte duree,266186.74,6816556.46
945,546,2,8.08,6.1,0.816,successions culturales,grandes cultures et prairies courte duree,266186.74,6816556.46
946,547,1,24.2,6.31,0.642,successions culturales,grandes cultures et prairies courte duree,282175.1,6816426.83
947,547,2,10.4,6.31,0.654,successions culturales,grandes cultures et prairies courte duree,282175.1,6816426.83
948,548,1,23.4,5.7,0.713,successions culturales,systeme de rotations sans prairie sans interculture,298163.48,6816296.99
949,548,2,7.78,5.7,0.469,successions culturales,systeme de rotations sans prairie sans interculture,298163.48,6816296.99
950,549,1,18.5,6.9,0.763,successions culturales,systeme de rotations sans prairie avec interculture,314151.92,6816166.95
951,549,2,4.94,7.0,0.739,successions culturales,systeme de rotations sans prairie avec interculture,314151.92,6816166.95
952,550,1,13.9,6.0,0.726,successions culturales,systeme de rotations sans prairie avec interculture,330140.45,6816036.69
953,550,2,8.03,6.7,0.71,successions culturales,systeme de rotations sans prairie avec interculture,330140.45,6816036.69
954,551,1,16.6,5.49,0.756,successions culturales,jachere fixe,346128.97,6815906.3
955,551,2,13.4,5.41,0.764,successions culturales,jachere fixe,346128.97,6815906.3
956,552,1,22.6,5.7,0.404,successions culturales,grandes cultures et prairies courte duree,362117.44,6815775.76
957,552,2,9.2,6.0,0.374,successions culturales,grandes cultures et prairies courte duree,362117.44,6815775.76
958,553,1,16.2,6.64,0.698,successions culturales,grandes cultures et prairies courte duree,378105.9,6815645.03
959,553,2,13.9,6.26,0.689,successions culturales,grandes cultures et prairies courte duree,378105.9,6815645.03
960,554,1,28.6,6.3,0.739,successions culturales,grandes cultures et prairies courte duree,394094.38,6815514.08
961,554,2,11.1,6.2,0.686,successions culturales,grandes cultures et prairies courte duree,394094.38,6815514.08
962,555,1,31.271,5.1,0.849,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,410082.86,6815382.89
963,555,2,4.796,5.28,0.867,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,410082.86,6815382.89
964,556,1,21.655,5.78,0.828,successions culturales,grandes cultures et prairies courte duree,426071.36,6815251.43
965,556,2,8.833,6.26,0.823,successions culturales,grandes cultures et prairies courte duree,426071.36,6815251.43
966,557,1,22.646,6.23,0.594,successions culturales,systeme de rotations sans prairie sans interculture,442059.87,6815119.8
967,557,2,6.965,6.05,0.482,successions culturales,systeme de rotations sans prairie sans interculture,442059.87,6815119.8
968,558,1,22.889,5.61,0.629,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,458048.36,6814987.99
969,558,2,6.9,6.09,0.608,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,458048.36,6814987.99
970,559,1,33.8,5.0,0.772,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,474036.84,6814856.01
971,559,2,6.94,5.6,0.6,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,474036.84,6814856.01
972,560,1,25.7,4.2,0.431,surfaces boisees,forets caducifoliees,490025.31,6814723.86
973,560,2,9.63,4.4,0.617,surfaces boisees,forets caducifoliees,490025.31,6814723.86
974,561,1,17.3,8.1,0.547,successions culturales,systeme de rotations sans prairie sans interculture,506013.85,6814591.53
975,561,2,3.29,8.52,0.442,successions culturales,systeme de rotations sans prairie sans interculture,506013.85,6814591.53
976,562,1,10.4,6.1,0.897,successions culturales,systeme de rotations sans prairie sans interculture,522002.45,6814458.99
977,562,2,4.17,6.7,0.922,successions culturales,systeme de rotations sans prairie sans interculture,522002.45,6814458.99
978,563,1,18.9,6.9,0.824,successions culturales,grandes cultures et prairies courte duree,537991.06,6814326.27
979,563,2,8.68,7.2,0.84,successions culturales,grandes cultures et prairies courte duree,537991.06,6814326.27
980,564,1,9.09,5.79,0.552,successions culturales,grandes cultures,553979.6,6814193.37
981,564,2,2.92,6.53,0.577,successions culturales,grandes cultures,553979.6,6814193.37
982,565,1,11.51,6.43,0.962,successions culturales,systeme de rotations sans prairie sans interculture,569968.09,6814060.25
983,565,2,4.24,7.23,0.969,successions culturales,systeme de rotations sans prairie sans interculture,569968.09,6814060.25
984,566,1,12.45,7.1,0.943,successions culturales,grandes cultures,585956.57,6813926.94
985,566,2,6.02,7.46,0.96,successions culturales,grandes cultures,585956.57,6813926.94
986,567,1,10.51,6.12,0.941,successions culturales,grandes cultures,601945.08,6813793.42
987,567,2,4.226,6.99,0.966,successions culturales,grandes cultures,601945.08,6813793.42
988,568,1,15.09,8.03,0.868,successions culturales,grandes cultures,617933.68,6813659.66
989,568,2,11.18,8.24,0.774,successions culturales,grandes cultures,617933.68,6813659.66
990,569,1,12.05,6.1,0.952,successions culturales,systeme de rotations sans prairie sans interculture,633922.29,6813525.72
991,569,2,5.19,7.1,0.972,successions culturales,systeme de rotations sans prairie sans interculture,633922.29,6813525.72
992,570,1,7.56,6.1,0.452,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,649910.86,6813391.55
993,570,2,2.36,6.7,0.551,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,649910.86,6813391.55
994,571,1,13.8,5.7,0.067,surfaces boisees,forets caducifoliees,665899.39,6813257.06
995,571,2,5.06,7.7,0.068,surfaces boisees,forets caducifoliees,665899.39,6813257.06
996,572,1,8.862,4.54,0.371,surfaces boisees,forets caducifoliees,681887.93,6813122.38
997,572,2,3.613,5.35,0.517,surfaces boisees,forets caducifoliees,681887.93,6813122.38
998,573,1,15.525,8.16,0.772,successions culturales,systeme de rotations sans prairie sans interculture,697876.55,6812987.53
999,573,2,9.529,8.3,0.775,successions culturales,systeme de rotations sans prairie sans interculture,697876.55,6812987.53
1000,575,1,22.518,8.15,0.891,successions culturales,systeme de rotations sans prairie sans interculture,729853.71,6812717.05
1001,575,2,10.678,8.28,0.91,successions culturales,systeme de rotations sans prairie sans interculture,729853.71,6812717.05
1002,576,1,11.7,8.0,0.88,successions culturales,systeme de rotations sans prairie sans interculture,745842.26,6812581.6
1003,576,2,6.73,8.1,0.883,successions culturales,systeme de rotations sans prairie sans interculture,745842.26,6812581.6
1004,577,1,25.3,8.2,0.662,successions culturales,systeme de rotations sans prairie avec interculture,761830.72,6812445.98
1005,577,2,19.4,8.2,0.626,successions culturales,systeme de rotations sans prairie avec interculture,761830.72,6812445.98
1006,578,1,23.0,8.1,0.858,successions culturales,systeme de rotations sans prairie sans interculture,777819.13,6812310.09
1007,578,2,15.8,8.3,0.804,successions culturales,systeme de rotations sans prairie sans interculture,777819.13,6812310.09
1008,579,1,19.55,8.3,0.704,successions culturales,systeme de rotations sans prairie sans interculture,793807.49,6812174.02
1009,579,2,8.3,8.5,0.728,successions culturales,systeme de rotations sans prairie sans interculture,793807.49,6812174.02
1010,580,1,15.9,8.1,0.936,successions culturales,systeme de rotations sans prairie sans interculture,809795.89,6812037.75
1011,580,2,6.44,8.2,0.952,successions culturales,systeme de rotations sans prairie sans interculture,809795.89,6812037.75
1012,581,1,11.5,4.6,0.529,surfaces boisees,forets caducifoliees,825784.31,6811901.29
1013,581,2,2.62,4.8,0.559,surfaces boisees,forets caducifoliees,825784.31,6811901.29
1014,582,1,25.7,8.0,0.813,successions culturales,systeme de rotations sans prairie sans interculture,841772.69,6811764.69
1015,582,2,9.83,8.2,0.795,successions culturales,systeme de rotations sans prairie sans interculture,841772.69,6811764.69
1016,583,1,49.3,7.7,0.956,surfaces boisees,forets mixtes,857761.08,6811627.89
1017,584,1,23.7,7.9,0.95,successions culturales,systeme de rotations sans prairie sans interculture,873749.43,6811490.84
1018,584,2,12.4,8.1,0.931,successions culturales,systeme de rotations sans prairie sans interculture,873749.43,6811490.84
1019,585,1,38.8,7.7,0.94,surfaces boisees,forets caducifoliees,889737.68,6811353.59
1020,586,1,24.5,6.6,0.98,surfaces boisees,forets caducifoliees,905725.93,6811216.21
1021,586,2,12.8,7.7,0.959,surfaces boisees,forets caducifoliees,905725.93,6811216.21
1022,587,1,19.8,5.2,0.957,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,921714.23,6811078.63
1023,587,2,5.84,4.9,0.975,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,921714.23,6811078.63
1024,588,1,24.6,7.9,0.942,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,937702.49,6810940.83
1025,588,2,6.29,8.3,0.948,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,937702.49,6810940.83
1026,589,1,27.6,8.0,0.937,successions culturales,systeme de rotations sans prairie sans interculture,953690.69,6810802.88
1027,590,1,23.6,5.5,0.334,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,969678.89,6810664.73
1028,590,2,8.34,5.8,0.302,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,969678.89,6810664.73
1029,591,1,12.8,6.1,0.223,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,985667.07,6810526.4
1030,591,2,3.85,6.0,0.203,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,985667.07,6810526.4
1031,592,1,28.9,4.9,0.761,surfaces boisees,forets de coniferes,1001655.22,6810387.93
1032,592,2,7.79,5.2,0.644,surfaces boisees,forets de coniferes,1001655.22,6810387.93
1033,593,1,15.7,4.6,0.216,surfaces boisees,forets mixtes,1017643.45,6810249.32
1034,593,2,8.5,5.0,0.23,surfaces boisees,forets mixtes,1017643.45,6810249.32
1035,594,1,23.8,5.8,0.839,successions culturales,monoculture,1033631.7,6810110.48
1036,594,2,9.14,6.5,0.743,successions culturales,monoculture,1033631.7,6810110.48
1037,597,1,48.0,6.0,0.516,successions culturales,grandes cultures et prairies courte duree,138152.78,6801597.18
1038,597,2,27.4,5.7,0.674,successions culturales,grandes cultures et prairies courte duree,138152.78,6801597.18
1039,598,1,23.8,5.2,0.597,successions culturales,grandes cultures et prairies courte duree,154140.76,6801469.41
1040,598,2,14.4,5.8,0.643,successions culturales,grandes cultures et prairies courte duree,154140.76,6801469.41
1041,599,1,41.0,6.3,0.599,successions culturales,grandes cultures et prairies courte duree,170128.75,6801341.41
1042,599,2,20.6,6.2,0.548,successions culturales,grandes cultures et prairies courte duree,170128.75,6801341.41
1043,600,1,36.8,6.2,0.822,successions culturales,systeme de rotations sans prairie avec interculture,186116.77,6801213.16
1044,600,2,23.5,5.9,0.838,successions culturales,systeme de rotations sans prairie avec interculture,186116.77,6801213.16
1045,601,1,39.8,6.1,0.902,successions culturales,systeme de rotations sans prairie avec interculture,202104.82,6801084.66
1046,601,2,15.3,6.0,0.9,successions culturales,systeme de rotations sans prairie avec interculture,202104.82,6801084.66
1047,602,1,48.9,5.3,0.637,surfaces toujours en herbe,STH 6-10 ans semee,218092.88,6800955.9
1048,602,2,9.88,5.3,0.629,surfaces toujours en herbe,STH 6-10 ans semee,218092.88,6800955.9
1049,603,1,49.1,4.0,0.345,surfaces boisees,forets mixtes,234080.97,6800826.91
1050,603,2,25.5,4.6,0.375,surfaces boisees,forets mixtes,234080.97,6800826.91
1051,604,1,17.3,5.4,0.778,successions culturales,systeme de rotations sans prairie avec interculture,250069.07,6800697.68
1052,604,2,10.1,5.2,0.788,successions culturales,systeme de rotations sans prairie avec interculture,250069.07,6800697.68
1053,605,1,27.6,6.4,0.803,successions culturales,grandes cultures et prairies courte duree,266057.17,6800568.23
1054,605,2,9.22,6.6,0.78,successions culturales,grandes cultures et prairies courte duree,266057.17,6800568.23
1055,606,1,29.5,5.5,0.707,successions culturales,grandes cultures et prairies courte duree,282045.29,6800438.57
1056,606,2,17.5,5.5,0.718,successions culturales,grandes cultures et prairies courte duree,282045.29,6800438.57
1057,607,1,23.4,6.2,0.869,successions culturales,grandes cultures et prairies courte duree,298033.44,6800308.71
1058,607,2,9.99,5.7,0.869,successions culturales,grandes cultures et prairies courte duree,298033.44,6800308.71
1059,608,1,12.0,5.7,0.89,successions culturales,systeme de rotations sans prairie sans interculture,314021.67,6800178.65
1060,608,2,7.05,5.4,0.901,successions culturales,systeme de rotations sans prairie sans interculture,314021.67,6800178.65
1061,609,1,20.3,6.1,0.869,successions culturales,grandes cultures et prairies courte duree,330009.99,6800048.39
1062,609,2,7.92,6.1,0.87,successions culturales,grandes cultures et prairies courte duree,330009.99,6800048.39
1063,610,1,11.6,5.88,0.893,successions culturales,systeme de rotations sans prairie avec interculture,345998.34,6799917.97
1064,610,2,6.1,5.53,0.88,successions culturales,systeme de rotations sans prairie avec interculture,345998.34,6799917.97
1065,611,1,19.6,4.3,0.728,surfaces boisees,forets caducifoliees,361986.65,6799787.42
1066,611,2,11.1,4.5,0.739,surfaces boisees,forets caducifoliees,361986.65,6799787.42
1067,612,1,13.4,4.9,0.86,successions culturales,systeme de rotations sans prairie sans interculture,377974.98,6799656.66
1068,612,2,8.22,5.6,0.869,successions culturales,systeme de rotations sans prairie sans interculture,377974.98,6799656.66
1069,613,1,20.3,5.7,0.795,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,393963.34,6799525.7
1070,613,2,8.67,6.0,0.786,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,393963.34,6799525.7
1071,614,1,16.606,6.26,0.636,successions culturales,systeme de rotations sans prairie avec interculture,409951.65,6799394.5
1072,614,2,6.444,6.41,0.495,successions culturales,systeme de rotations sans prairie avec interculture,409951.65,6799394.5
1073,615,1,15.996,5.84,0.616,successions culturales,grandes cultures et prairies courte duree,425939.95,6799263.04
1074,616,1,14.85,5.59,0.586,successions culturales,grandes cultures et prairies courte duree,441928.26,6799131.38
1075,616,2,5.282,6.19,0.623,successions culturales,grandes cultures et prairies courte duree,441928.26,6799131.38
1076,617,1,23.683,5.37,0.516,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,457916.54,6798999.59
1077,617,2,10.081,6.03,0.438,surfaces toujours en herbe,STH > 10 ans naturelle ou semee,457916.54,6798999.59
1078,618,1,16.6,6.5,0.76,successions culturales,systeme de rotations sans prairie sans interculture,473904.81,6798867.6
1079,618,2,9.51,6.4,0.721,successions culturales,systeme de rotations sans prairie sans interculture,473904.81,6798867.6
1080,619,1,14.2,7.1,0.839,successions culturales,systeme de rotations sans prairie sans interculture,489893.08,6798735.44
1081,619,2,9.46,7.8,0.865,successions culturales,systeme de rotations sans prairie sans interculture,489893.08,6798735.44
1082,620,1,20.3,5.0,0.553,surfaces boisees,forets caducifoliees,505881.43,6798603.12
1083,620,2,6.11,5.5,0.699,surfaces boisees,forets caducifoliees,505881.43,6798603.12
1084,621,1,20.6,6.5,0.776,successions culturales,systeme de rotations sans prairie sans interculture,521869.84,6798470.58
1085,621,2,8.1,6.9,0.795,successions culturales,systeme de rotations sans prairie sans interculture,521869.84,6798470.58
